,tdata.id,tdata.member_id,tdata.funded_amnt_inv,tdata.int_rate,tdata.fico_range_high,tdata.fico_range_low,tdata.total_pymnt,tdata.total_rec_late_fee,pred,tdata.grade,tdata.emp_name,tdata.title,tdata.addr_city,tdata.pub_rec_bankruptcies,tdata.next_pymnt_d,tdata.Churn,m1.yhat (Probability of defaulting)
17304,787891,991499,13975,0.0699,764,760,10794,0,432.22,A,Walt Disney World Co,Consolidating bills to go to school,DAVENPORT,0,9/29/2013,0,0.026521767
1065,364809,369683,7000,0.0907,744,740,8020.39,0,236.75,A,State of California,Small Business Expansion Loan,Atwater,0,null,0,0.026474407
1461,379840,406660,10000,0.1379,694,690,12266.81,0,342.71,C,Platts Motors Inc,Finish Patent Expenses/ Consolidate Debt,York,0,null,0,0.026453031
20948,881994,1097150,7500,0.0751,769,765,7946.38,0,18.11,A,GovernmentJobs.com,Wedding Expenses,Los Angeles,0,null,0,0.02643194
18726,824079,1032700,14125,0.0849,729,725,10889.52,0,454.51,A,CKE Restaurants,Debt Consolidation,Mission Viejo,0,9/5/2013,0,0.026374548
2356,419236,491804,7000,0.0932,749,745,8047.29,0,250.5,A,Palm Springs Unified School District,"Excellent Credit History, loan 4 wedding",Thousand Palms,0,null,0,0.026365673
9744,596460,765680,7258.187188,0.0691,739,735,8137.14,0,246.69,A,EXL Laboratories,CC Debt Loan,LYNCHBURG,0,9/8/2013,0,0.026363854
1923,398139,439490,6956.37603,0.0932,739,735,8045.92,0,262.32,A,State of NJ _ ELEC,Linda's Life Saver,Hamilton,0,null,0,0.026360903
26514,403946,450003,7000,0.0932,739,735,8047.33,0,250.1,A,"City of Chesapeake, VA",Family Affair,Portsmouth,0,6/25/2012,1,0.026360341
13161,674511,862119,21874.18504,0.1788,704,700,18979.2,0,633.21,E,SHARP MEDICAL CENTER CHULA VISTA,Business Loan for Media Design Startup,SAN DIEGO,0,9/27/2013,0,0.02630525
22225,982170,1205361,17100,0.079,729,725,12103.08,0,550.71,A,Central Intelligence Agency,Credit Card Refinance,Manassas,0,9/21/2013,0,0.026237408
18048,806665,1012870,17975,0.1149,704,700,14228.4,0,593.49,B,UPS,chrysler,Roseburg,0,10/4/2013,0,0.026233443
27369,621771,796871,12250,0.1298,704,700,13193.6,0,412.64,C,Reading School District,Debt Consolidation,Shillington,0,9/8/2013,1,0.026221957
2571,428321,506701,11900,0.0963,754,750,10012.14,0,385.14,A,ESAPCO,Loanmike,Wethersfield,0,null,1,0.026197442
18589,820653,1028889,13475,0.0849,739,735,10162.99,0,29.44,A,Federal Reserve Bank of Boston,Debt Consolidation Loan,Chestnut Hill,0,10/1/2013,1,0.026197157
14463,713199,906393,12000,0.0729,764,760,10034.01,0,372.12,A,"LBA Realty, LLC",Get Out of Credit Card Debt,San Diego,0,10/1/2013,0,0.026188254
9637,593940,762712,7996.251131,0.0751,744,740,8427.41,0,248.89,A,SUPERIOR PLUMBING,DEBT CONSOLIDATION,BUZZARDS BAY,0,9/20/2013,0,0.026175394
27366,620464,795243,11900,0.1372,704,700,13065.6,0,408.51,C,A1 First Class Moving.Inc,personal,Brooklyn,0,9/6/2013,1,0.026174368
8164,557115,717311,20925,0.1645,689,685,18505.82,0,515.72,E,Washington Army National Guard,Pay it off!,Lacey,0,9/14/2013,0,0.026171669
6524,518692,670505,18042.79218,0.157,714,710,16649.7,0,439.09,D,ups,credit card refi,floral park,0,9/30/2013,0,0.026170779
26298,351795,353274,2194.45,0.1064,704,700,8060.25,0,244.27,B,New York Transit,consolidation,orlando,1,9/22/2011,1,0.026167147
15173,732011,928138,12000,0.0729,744,740,10037.25,0,372.12,A,Wells Fargo Bank,debt_consolidation,Rowland Heights,0,9/30/2013,0,0.026155051
2143,408248,458221,10702.11953,0.1442,669,665,13975.1,0,440.07,D,LifeNet  Inc.,Refinancing credit cards,HOT SPRINGS NATIONAL PARK,0,null,0,0.02614115
15444,738345,935700,12000,0.0729,734,730,10038.87,0,372.12,A,Los Angeles Police Dept,Debt Consolidation,Los Angeles,0,9/7/2013,0,0.026138465
15472,739084,936615,12000,0.0749,739,735,10040.22,0,373.22,A,National College of Technical Instructio,Out of Debt 2014,Yucaipa,0,9/12/2013,0,0.026138065
694,348684,349962,784.3,0.0863,729,725,5692.97,0,158.43,A,B and R Products,Install New Central Air Conditioner,Hialeah,0,null,0,0.02612363
2064,404953,452121,6900,0.0932,749,745,8046.2,0,260.1,A,Pioneer Screen,Personal,PORT SAINT LUCIE,0,null,0,0.026119493
13394,679962,868623,10325,0.0766,729,725,9374.54,0,324.27,A,USMC,Debt Consolidation Loan,Murrieta,0,9/5/2013,0,0.026098434
15259,734199,930688,11600,0.0849,759,755,9896.31,0,368.5,A,Kmart,home inprovement loan,CANFIELD,0,9/28/2013,0,0.026059598
8773,571802,735517,19896.62583,0.1361,779,775,16059.05,0,461.34,C,Monroe Clinic Hospital,Home Improvement,Freeport,0,9/10/2013,0,0.026046897
971,361874,370752,6276.035296,0.1399,664,660,12268.59,0,355.36,D,Loyola University Chicago,"One Payment, One Date, One-derful",Evanston,0,null,0,0.02604356
20856,879370,1094192,16000,0.089,744,740,11670.2,0,508.06,A,St Johns Mercy Hospital,Debt Consolidation Loan,Carterville,0,9/23/2013,0,0.026039405
17295,787654,991222,12000,0.0542,799,795,10036.64,0,361.92,A,USC Shoah Foundation Institute,Debt Consolodation,Alhambra,0,9/29/2013,0,0.026037065
3367,449363,551929,6825,0.0894,754,750,8004.21,0,240.61,A,San Francisco Fire Protection,Paying for Dream Vacation!,San Francisco,0,null,0,0.026031623
4918,485334,618272,9950,0.1422,684,680,12331.24,0,376.72,C,"Blue Thumb, Inc./Houston House & Home",Magazine Art Director of 8 Years Looking to Get Out of Debt,Houston,0,null,0,0.026020117
8032,553806,713521,7103.982259,0.0788,739,735,8106.96,0,238.87,A,Bryan Brothers Inc,Debt Consolidation 101,CHESTERFIELD,0,null,0,0.026000842
9516,590617,758642,10000,0.1038,744,740,11022.12,0,324.46,B,"Lichten & Liss-Riordan, P.C.",Home Improvement - Vinyl Siding,Brockton,0,9/15/2013,0,0.025983291
16141,757612,957674,12825,0.0749,749,745,10387.32,0,398.88,A,"Conroy, Simberg, P.A.",Wedding Loan,Hollywood,0,9/28/2013,0,0.02598018
11725,640747,820224,8750,0.0654,734,730,8764.93,0,283.68,A,Pasta Pomodoro,Stop wasting my money loan,Ave Maria,0,9/10/2013,0,0.025960908
10816,619219,793670,8850,0.0729,729,725,9276.98,0,681.86,A,Experian,Credit Card Consolidation,TUSTIN,0,null,0,0.025950461
9263,583942,750340,10000,0.1038,779,775,11026.2,0,324.46,B,LCG Systems,MBA Loan,Falls Church,0,10/3/2013,0,0.025941806
18259,811750,1018827,12700,0.1929,669,665,15228.93,0,265.07,E,MCLB ,Auto Loan,Barstow ,0,null,0,0.025935168
8324,560745,721708,17291.43529,0.1149,744,740,13759.5,0,384.79,B,Fifth Third Bank,Rob's cashflow helper,Williamston,0,9/21/2013,0,0.025934615
719,349570,351267,1265.52,0.08,749,745,5894.28,0,164.09,A,Wal Mart,Wedding Loan,Kissimmee,0,null,0,0.025930335
3693,456828,567564,9989.602966,0.1426,679,675,12345.47,0,368.03,C,IBTTA,Personal Loan,Centreville,0,null,0,0.025917041
4027,465500,584099,9850,0.1392,709,705,12286.48,0,360.55,C,Regal Entertainment Group,VAbbate,Fort Myers,0,null,0,0.025908248
12486,657350,840685,9975,0.0692,754,750,9246.6,0,308.41,A,AUGUSTA PINES C.C,Small Business Loan,houston,0,10/1/2013,0,0.02590822
12519,658204,841735,9975,0.0692,739,735,9247.2,0,308.41,A,Cooper Standard Automotive,Janice's Credit Card Loan,Howell,0,10/3/2013,0,0.025902132
11519,635275,813803,23348.31288,0.1261,779,775,17456.1,0,563.85,C,Brocade Communications,Room Addition,Chandler,0,9/30/2013,0,0.025890885
18632,821899,1030296,14750,0.0749,754,750,11180.16,0,466.53,A,Associated General Contractors of Americ,Debt Reduction,Burtonsville,0,10/2/2013,0,0.025880931
17084,782655,985667,14000,0.0749,744,740,10870.25,0,435.43,A,Eagle at Brassfield,Bill Consolidation,Pleasant Garden,0,10/2/2013,0,0.025872483
9070,579072,744548,15000,0.1075,774,770,12864.86,0,329.68,B,David J. Powers  and  Associates,Debt Consolidation,SAN JOSE,0,9/24/2013,0,0.025861606
21514,919910,1140461,11475,0.0662,774,770,9855.04,0,353.1,A,Camelback Academy,visa card,GLENDALE,0,9/26/2013,0,0.02582898
15308,735136,931752,15000,0.1,724,720,13057.47,0,484.01,B,Ikan Corp.,debt consolidation,MISSOURI CITY,0,9/9/2013,0,0.025773756
13190,675301,863050,9925,0.0692,739,735,9242.7,0,308.41,A,Chase Bank,Wedding,Haledon,0,9/28/2013,0,0.02576305
4825,483065,614634,10000,0.0729,739,735,9276,0,310.1,A,Bove Industries Inc.,Home Investment,Stony Brook,0,9/22/2013,0,0.025723539
9260,583860,750234,9925,0.1038,739,735,11020.76,0,324.46,B,displaysonic inc,credit card consolid,baldwin park,0,10/3/2013,0,0.025719942
13038,670723,857446,12250,0.1074,684,680,11959.2,0,399.55,B,"PL Engineering, P.C.",Debt Con ,Roslyn Heights,0,9/22/2013,0,0.025714469
15478,739200,936754,10500,0.0766,744,740,9480.15,0,327.39,A,City of Paris,Looking to pay a few credit cards off,paris,0,9/9/2013,0,0.025712545
13042,670785,857522,10000,0.0729,719,715,9277.8,0,310.1,A,VC999 Packaging SYS,Strapping,Ridgewood,0,9/22/2013,0,0.025705407
10097,603479,774336,17465.20297,0.0962,724,720,13891.68,0,421.22,B,Global Spectrum,Debt,collingswood,0,9/6/2013,0,0.025678309
13522,683723,873084,14500,0.1306,689,685,14159.25,0,488.99,C,Freescale Semiconductor,Credit card pay off,Cedar Park ,0,9/9/2013,0,0.025677035
700,348900,350326,724.0332296,0.1103,719,715,8843.18,0,246.15,C,Qwest Communications,Credit card intersest relief,Gahanna,0,null,0,0.025674239
699,348856,350253,723.7598768,0.1103,719,715,8843.23,0,245.84,C,Grandview School District,Annoying Credit Card,Granger,0,null,0,0.025669017
4879,484353,616634,5750,0.0714,799,795,7628.81,0,224.12,A,CA  Inc,Mike's Income Tax Loan,IRVING,0,null,0,0.025661836
12538,658549,842231,10000,0.0729,739,735,9285.84,0,310.1,A,Vo's Restaurant,Business Loan for Buying Equipment,San Leandro,0,10/3/2013,0,0.025624568
7570,543087,700719,17375,0.1398,744,740,15119.31,0,409.34,C,United Parcel Services,My Loan,Aiken,0,9/26/2013,0,0.025617992
15316,735420,932133,14750,0.0963,729,725,12978.9,0,481.41,B,Merck Pharmaceuticals,Credit Consolodation,Bayonne,0,10/4/2013,0,0.025615167
12978,669210,855661,9975,0.0729,739,735,9280.2,0,310.1,A,Downstate medical center,major loan,BROOKLYN,0,9/21/2013,0,0.025589628
5759,501451,644490,8575,0.1099,704,700,10542.32,0,324,B,coachella valley water district,debt riddance,desert hot springs,1,null,0,0.025571922
10531,612380,785253,8900,0.0542,804,800,8841.36,0,268.43,A,Wells Fargo (TekSystems),TC IS300,Davidson,0,9/24/2013,0,0.025558616
23595,1021934,1250705,20000,0.089,749,745,13329.12,0,635.07,A,Coining Technologies Inc.,ETC 1,West Milford,0,9/26/2013,0,0.025555096
22804,1000030,1225638,20000,0.089,744,740,13329.33,0,635.07,A,The Red Threads Inc.,Temp Loan,brooklyn,0,9/5/2013,0,0.025552994
9803,597795,767286,10000,0.0729,734,730,9294.6,0,310.1,A,PharMerica,Debt consolidation,Tampa,0,9/6/2013,0,0.025536771
8296,560109,720952,20652.076,0.1645,709,705,18467.64,0,514.49,E,Lake Superior State U,Credit Loan,SAULT SAINTE MARIE,0,9/23/2013,0,0.025534973
16984,779485,982227,12950,0.0749,774,770,10483.64,0,404.33,A,Vigilant Services Corporation,Engagement Ring,Arlington,0,9/21/2013,0,0.025534106
11317,630567,807849,23747.84109,0.0999,754,750,16304.96,0,509.82,B,Altec Industries Inc,M & C Consolidation 2010,Saint Joseph,0,9/23/2013,0,0.025526706
2842,435606,520668,8321.766888,0.1148,724,720,10440.84,0,311.77,B,camelot pool company,Debt Consolidation,JONESBORO,0,null,0,0.025516859
17320,788329,992004,14700,0.0599,789,785,11175.5,0,447.14,A,montefiore medical center,Broke,bronx,0,9/30/2013,0,0.025511562
3679,456534,567013,6989.082606,0.0894,734,730,8001.51,0,144.51,A,"Williams, Smith & Summers",PAYING OFF - A GOOD FEELING,Mount Dora,0,null,0,0.02550721
12169,649158,830469,10000,0.0766,734,730,9300.3,0,311.8,A,Butler Schein Animal Health,Wedding Loan,ALLENTOWN,0,9/22/2013,0,0.025500036
5709,500615,643032,9446.041312,0.1348,684,680,12204.34,0,378.67,C,Harris N.A,Property improvement by Renee',Hazel Crest,0,null,0,0.025468755
16526,767598,968745,15775,0.1099,714,710,13411.06,0,516.38,B,Sovereign Bank,Debt Consolidation Loan,Everett,0,9/7/2013,0,0.025450548
1395,377294,401287,6375,0.08,764,760,7894.74,0,237.28,A,McQuade's Pharmacy,Downtown Creamery Rent Loan,Charlestown,0,null,0,0.025439794
5885,504001,648790,6375,0.0788,724,720,7881.96,0,226.53,A,sysco foods,pay taxes,lake elsinore,0,null,0,0.025439481
12824,665270,850565,9975,0.0766,734,730,9301.2,0,311.8,A,Servpro,well earned,Appleton,0,9/14/2013,0,0.025400084
12593,660024,844160,9950,0.0729,729,725,9291.6,0,310.1,A,City of Chicago,Debt Consolidation,Chicago,0,9/6/2013,0,0.025384674
579,313024,312990,8062.66,0.0976,729,725,10358.27,0,309.3,B,The Ohio State Universtiy,Dack Loan Requet,Columbus Ohio,0,null,0,0.025368077
6941,527789,682661,17245.69947,0.183,674,670,17440.48,0,460.03,F,Banfield  The Pet Hospital,Loan 1,LAS VEGAS,0,9/26/2013,0,0.025362531
2391,421182,494951,6725,0.0932,739,735,8047.34,0,250.82,A,Ross Medical Education,Credit Consolidate,ANN ARBOR,0,null,0,0.025352749
3540,452865,559377,8900,0.1148,714,710,10678.14,0,318.4,B,severstal north america,unexpected bills,SILVER SPRING,0,null,0,0.025333563
13231,675917,863777,8500,0.0579,764,760,8923.47,0,440.31,A,wells fargo bank,debt consolidation,reno,0,null,0,0.025326974
2284,415767,483608,4150,0.1316,694,690,9841.19,0,5.29,C,Acushnet Golf,Reducing interest,CARLSBAD,0,null,0,0.025325567
1523,381794,408909,6514.146109,0.0932,739,735,7988.22,0,262.87,A,RDMc Publishing,RDMc Expansion,Fort Worth,0,null,0,0.025318382
8566,566359,728539,7800,0.0714,754,750,8436.05,0,241.35,A,Ballet Jewels,Refinancing my Credit Card Debt,Brooklyn,0,10/1/2013,0,0.025276149
6225,512167,661671,12000,0.1645,664,660,15274.64,0,461.23,E,Roger George Rentals,Life changing loan,NORTH HOLLYWOOD,0,null,0,0.025259557
26303,352042,354924,897.048589,0.1538,649,645,11040.91,0,306.77,E,Hat World,Debt Consolidation,Fort Walton Beach,0,8/24/2011,1,0.025240857
18196,809799,1016658,13750,0.0749,739,735,10842.25,0,435.43,A,"The Siegfried Group, LLP",WorldMark,BALTIMORE,1,9/22/2013,0,0.025239425
2853,435953,481517,9824.388264,0.1426,744,740,12346.3,0,362.26,C,"Paladin Logic, Limited",Bridge Loan,Irving,0,null,0,0.025235722
6099,509157,657112,9000,0.1099,729,725,10353.28,0,6.32,B,Maimonides Medical Center,Loan,Brooklyn ,0,null,0,0.025228823
22341,986319,1210239,18000,0.089,744,740,12556.5,0,571.56,A,Barclays Capital,Credit Card refinance,BROOKLYN,0,9/25/2013,0,0.02522792
6750,523301,677033,13546.48321,0.1398,719,715,13704.7,0,361.08,C,Baylor All Saints Medical Center,Consolidation Loan,Fort Worth,0,9/11/2013,0,0.025220013
12604,660294,844511,9975,0.0766,724,720,9321,0,311.8,A,University Oklahoma,St. Johns,Tulsa,0,9/6/2013,0,0.025203747
8258,558844,719351,9000,0.1186,694,690,10735.72,0,322.6,B,Caltech,Debt Consolidation,Fontana,0,null,0,0.025174368
13719,690446,880867,10800,0.0692,764,760,9653.81,0,333.08,A,Compass Group,Debt Refinancing,Sunrise,0,9/5/2013,0,0.025140587
26451,383851,414422,11000,0.1347,739,735,12802.47,0,376.55,C,"Olsen Construction Services, LLC",Working Capital,Petoskey,0,6/25/2012,1,0.025135513
26290,351544,354189,974.7599874,0.1222,679,675,8996.2,0,250.08,C,Los Gatos Research,Engineering Grad Must Refinance Card,Mountain View,0,8/16/2011,1,0.025108645
8771,571779,735485,19464.06616,0.1323,734,730,15991.5,0,457.42,C,university of Maryland,truckram,laurel,0,9/13/2013,0,0.025095559
13974,699356,890905,11200,0.0579,779,775,9813.02,0,339.67,A,Parsippany Board of Education,Debt Consolidation Loan,Parsippany,0,9/25/2013,0,0.02508749
4281,471174,594840,7475,0.0705,714,710,8342.72,0,245.57,A,ICR,CarVolvo,ALLEN,0,null,0,0.025076464
10328,608105,780087,7978.158661,0.0691,719,715,8542.71,0,259.03,A,altoona regional health system,Bahamas trip,CARROLLTOWN,0,9/19/2013,0,0.025073092
808,353199,356740,0,0.1222,679,675,8364.28,0,15.24,C,The Blackstone Group,Grad School Credit Card debt overhang,West New York,0,null,0,0.025072772
6906,526784,681457,11164.15988,0.1323,699,695,12872.22,0,378.62,C,Mary Washington Healthcare,My Debt Solution,FREDERICKSBURG,0,null,1,0.025062903
19672,850164,1061959,14975,0.0849,734,730,11352.72,0,473.45,A,"The Jones Group USA, Inc",Debt Payment,Langhorne,0,9/26/2013,0,0.025060513
9702,595465,764516,9925,0.1149,739,735,10728.36,0,21.91,B,Bloomberg L.P.,NYC Debt Consolidation,newyork,0,null,0,0.025042002
1658,387445,420334,8980.79325,0.1189,734,730,10741.19,0,321.41,B,MarketFinders,Credit Card Refinancing,Thousand Oaks,1,null,0,0.025037606
8412,562536,723837,7475,0.0714,759,755,8352.78,0,250.08,A,neff studio salon,caleb,cape coral,0,null,0,0.02503045
13537,684264,873700,16800,0.164,679,675,17209.47,0,593.97,E,TKC Global,Swazi,Fenton,0,9/10/2013,0,0.025012408
11879,642913,822835,8075,0.0617,774,770,8371.02,0,80.01,A,Columbia College Chicago,Credit Card Payoff,Chicago,0,null,0,0.025011057
10069,603011,773707,8971.782656,0.0542,784,780,8932.44,0,271.44,A,Meadow ISD,Credit Card Refinance,Meadow,0,9/5/2013,0,0.024951893
12431,656096,839148,9950,0.0542,779,775,9328.52,0,301.6,A,Gaston College,Debt Consoliation Loan,Gastonia,0,9/28/2013,0,0.024920817
4109,467359,587762,8775,0.1218,709,705,10667.29,0,310.29,B,The Pasha Group,Enough with the Credit Card Debt!,SAN FRANCISCO,0,null,0,0.024896191
2172,409527,460307,9413.519422,0.1284,689,685,12094.09,0,247.25,C,Alta Bates Medical Center,RN/mom seeks funds for child's education,Oakland,1,null,0,0.024893974
23053,1006841,1233198,14125,0.2128,664,660,15981.84,0,151.52,F,Nordstrom ,Debt Consolidation Loan,Alexandria,0,9/14/2013,1,0.024891829
15651,743965,942359,15000,0.1059,729,725,13152.78,0,488.18,B,The Clorox Company,Consolidation,FREMONT,0,9/15/2013,0,0.024877213
9299,584842,751487,9900,0.1112,809,805,11102.02,0,327.96,B,Logigear Corporation,CC Pay-off,Half Moon Bay,0,9/5/2013,0,0.024865446
10552,612808,785762,11975,0.1261,684,680,13218.15,0,402.08,C,Kaufman Borgeest & Ryan ,Credit Cards ,New York ,0,9/24/2013,0,0.024846781
11778,641743,821456,10000,0.0579,809,805,9356.94,0,303.27,A,"USDA Forest Service, Southern Research S",Home Improvement Loan,Hot Springs,0,9/13/2013,0,0.024840975
22652,995801,1220383,21000,0.079,759,755,13793.43,0,657.1,A,IBM,Debt Consolidation Loan,Apple Valley,0,10/1/2013,0,0.024832809
15961,752500,952085,15000,0.1059,744,740,13158.99,0,488.18,B,Veterans Administration,Home Improvement,St. Charles,0,9/24/2013,0,0.024816714
2580,428601,507319,13950,0.1568,689,685,15497.35,0,11.98,E,EPS,Logistics Database funding,Youngsville,0,null,0,0.024802923
9654,594196,763032,19692.19803,0.1149,759,755,14815.48,0,439.76,B,first Transit,CHASE CC ,las vegas,0,9/21/2013,0,0.024797455
14758,720840,915329,12000,0.0579,789,785,10165.12,0,363.93,A,KIC,Home Improvement,Tucson,0,9/20/2013,0,0.024781874
18721,823999,1032604,15000,0.0749,749,745,11393.76,0,475.86,A,Produce Pak,Pay Off Credit Cards,Camarillo,0,10/3/2013,0,0.024776753
24330,1039975,1269930,12975,0.1727,684,680,14435.46,0,14.48,D,Iron Eagle Armed Courier inc.,card payoff,ASTORIA,0,null,0,0.024763463
815,353371,356980,2165.29,0.1033,724,720,8170.33,0,227.44,B,Conwest Resources  Inc.,Debt Consolidation,Oakland,0,null,0,0.024762772
17937,803555,1009328,5999.995989,0.1099,754,750,9765.25,0,391.28,B,Bank of the West,Need to consolidate cards into one pmt,fremont,0,9/15/2013,0,0.02475934
9364,586326,753250,9850,0.1112,734,730,11094.88,0,327.96,B,The Biltmore Hotel,Personal,Coral Gables - Miami,0,9/7/2013,0,0.024757405
3265,446481,546051,10200,0.1392,689,685,12532.82,0,362.72,C,Gap Inc.,Rebuild My Credit,Hempstead,0,null,0,0.024756468
26495,396360,436497,6703.34,0.0963,734,730,8086.48,0,238.5,A,Securitas,helping family out,lansing,0,6/5/2012,1,0.024746641
15920,751466,950912,11975,0.0849,724,720,10180.35,0,378.76,A,Credit Suisse,Personal Loan,New York,0,9/23/2013,0,0.024717055
11155,626799,803195,8685.090429,0.0579,774,770,8861.76,0,277.5,A,City of Oceanside,Miramar Loan,Vista,0,9/17/2013,0,0.024691896
12964,668827,855181,13225,0.1037,719,715,12456.08,0,429.85,B,Flavors Eatery,Get out of Ccard debt,st augustine,0,9/20/2013,0,0.024677805
11902,643278,823262,13900,0.1446,684,680,15356.16,0,495.39,D,City of East Palo Alto,Credit Cards,Palo Alto,0,9/14/2013,0,0.024666195
11880,642926,822850,10000,0.0579,789,785,9375.33,0,303.27,A,darnitsa maintenace supply llc,Major Purchase,watertown,0,9/13/2013,0,0.024662484
6027,507462,654498,12000,0.1682,704,700,15349.41,0,472.29,E,DC Comics/Warner Bros.,Talented editor needs to get out of untalented debt!,Brooklyn,0,null,0,0.024656946
6724,522743,676182,7455.170629,0.0676,774,770,8274.83,0,154.72,A,US army,Debt Consolidation loan ,LAS CRUCES,0,null,0,0.024612627
14002,701009,892748,11875,0.0579,794,790,10139.08,0,363.93,A,UPS,Home loan,Butte,0,9/14/2013,0,0.024592381
10537,612511,785400,23834.85262,0.1036,739,735,16437.76,0,514.2,B,O'Melveny and Myers,MLC dental plan,SAN FRANCISCO,0,9/23/2013,0,0.02458556
16269,761647,962122,15931.21558,0.1099,729,725,13568.1,0,523.75,B,State of New Jersey,Debt Consolidation,Bordentown,0,10/1/2013,0,0.024556176
8200,557700,718020,9500,0.1398,694,690,12297.2,0,359.97,C,US Army,First One,Killeen,0,null,0,0.024533283
11635,637972,817226,12000,0.0999,704,700,11974.37,0,387.15,B,CoreSite,Credit Card Bailout,Denver,0,9/5/2013,0,0.024521622
4627,479107,608639,11826.7799,0.1645,694,690,15276.66,0,452.27,E,doubledyno,Giftcast,MILLBRAE,0,null,0,0.024518873
9034,578253,743502,7993.631739,0.0676,774,770,8591.1,0,246.14,A,Environmental Systems Research Institute,Loan for medical expenses,Saint Charles,0,9/22/2013,0,0.024508284
11330,630823,808158,8000,0.0654,794,790,8656.3,0,298.49,A,U.S. Navy,Home improvements,Hampton,0,null,0,0.024503594
11564,636234,815055,11950,0.0999,704,700,11962.28,0,387.15,B,Consilium1,Terry - Credit Card Refinance,St Bernard,1,10/2/2013,0,0.024462489
19745,852153,1064179,11000,0.0849,719,715,9813.55,0,347.2,A,Greater New York Dental Meeting,School,Elizabeth,0,9/28/2013,0,0.024460577
22283,985176,1208658,18225,0.089,749,745,12727.22,0,579.5,A,State of Missouri,consolidation,Kansas City,0,9/24/2013,0,0.024456979
16641,769867,971390,13000,0.0849,749,745,10619.7,0,410.32,A,Home Shopping Network,Debt-Consolidation-Loan,St. Petersburg,0,9/10/2013,0,0.024449899
12068,646794,827541,11475,0.0888,724,720,11783.1,0,380.93,B,Carroll County Public Schools,Credit Card Refinance,westminster,0,9/18/2013,0,0.024447493
10721,616963,791026,11585.07024,0.0888,724,720,11810.56,0,369.82,B,Dish Network,Ratnakar's Loan,Denver,0,9/30/2013,0,0.024442363
8881,573871,738277,11475,0.0888,724,720,11783.72,0,380.93,B,ITC,Clean sweep,wixom,0,9/11/2013,0,0.024441548
16998,780087,982843,8000,0.0542,754,750,8468.76,0,134.06,A,Abercrombie and Fitch ,Dream home,Columbus,0,null,0,0.024422802
16070,755486,955296,17200,0.1749,684,680,16051.92,0,45.8,D,Kia Motors,Debt Consolidation Loan,Yorba Linda,1,9/26/2013,0,0.024402846
12345,653437,835637,10975,0.1,719,715,11595.09,0,371.08,B,Social Security Administration,Debt Consolidation,Jersey City,0,9/26/2013,0,0.024388279
10152,604494,775520,9600,0.0999,709,705,10684.68,0,28.15,B,Broward County,Auto Refinance,Boca Raton,0,null,0,0.024388048
11170,627028,803465,9600,0.0542,784,780,9241.92,0,289.54,A,San Francisco Chronicle,Personal loan,San Leandro,0,9/19/2013,0,0.02438436
10216,605713,777052,9048.735605,0.0579,749,745,9023.19,0,274.46,A,"Impact Technologies, LLC",Credit Card Refinancing,Pittsford,0,9/11/2013,0,0.024380518
8103,555364,715247,9400,0.1398,709,705,12294.75,0,374.6,C,carey limousine,personal loan,miami,0,null,0,0.024374006
5093,488889,623627,7550,0.0751,749,745,8453.36,0,254.47,A,Square D Co.,Engagement Ring,LIVERMORE,0,null,0,0.02437199
4414,474492,600225,7900,0.0894,749,745,8290.5,0,9.76,A,Bain & Company,Getting back on track and heading for my MBA,South Boston,0,null,0,0.024361895
892,358810,365537,5185.353635,0.1051,789,785,9361.31,0,267.12,B,Fans & Lighting Minnesota LLC,Product Categories Expansion,Shakopee,0,null,0,0.024361549
1900,396913,436678,6060.898866,0.1442,684,680,12372.92,0,364.77,D,Fraze Design,Credit Card Consolidation,st. petersburg,0,null,0,0.024349296
1615,385688,417382,9410.96296,0.1379,694,690,12266.96,0,342.18,C,Consulate General of the Dominican Republic,Consolidating,MIAMI,0,null,0,0.024308632
2833,435366,520187,9988.923889,0.1426,684,680,12092.44,0,17.7,C,PainePR,2009 Debt Consolidation,Los Angeles,0,null,0,0.024296451
26465,386369,418615,9391.703861,0.1379,709,705,12266.8,0,342.73,C,Computer Sciences Corporation,convertible_bmw,Mays Landing,0,5/4/2012,1,0.024249459
26229,348271,349286,185.81,0.1166,684,680,8865.34,0,306.14,C,NCA Partners,Debt Consolidation and Student Loan,Allen,0,2/27/2011,1,0.024235774
8308,560450,721346,12000,0.1323,699,695,13364.09,0,461.41,C,GSI Commerce Inc,Wedding,KING OF PRUSSIA,0,null,0,0.024210785
1477,380295,407563,9975,0.1284,714,710,12102.26,0,21.39,C,Schlumberger Ltd.,Credit card Consolidation,lawrence,0,null,0,0.024196535
12638,660921,845282,9613.448515,0.0766,729,725,9295.2,0,311.8,A,mts,pacifica,elkridge,1,9/7/2013,0,0.024176281
10961,622261,797501,11875.53,0.1446,709,705,14098.95,0,16.58,D,Boeing,alex relocation,temple,0,null,0,0.024166684
5704,500451,642744,6000,0.0788,734,730,7882.85,0,231.6,A,Android-ind,Brian,loves Park,0,null,0,0.024159211
14634,716938,910949,17000,0.1602,669,665,16666.72,0,597.84,D,"Wendy's/Arby's Group, Inc.",Getting out of Credit Card Hell,Lewis Center,0,9/15/2013,0,0.024118381
19569,847172,1058631,16000,0.0699,779,775,11849.04,0,493.97,A,Nanoridge material s,Loan V,Kingwood,0,9/23/2013,0,0.024117131
